Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q6C057	Q6C057_YARLI	unreviewed	YALI0F27621p	YALI0_F27621g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	307
Q6CHR2	Q6CHR2_YARLI	unreviewed	YALI0A06039p	YALI0_A06039g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	136
Q6C522	Q6C522_YARLI	unreviewed	CCT-epsilon (T-complex protein 1 subunit epsilon)	YALI0_E21692g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	551
Q6CFV8	Q6CFV8_YARLI	unreviewed	YALI0B03278p	YALI0_B03278g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	321
Q6CAZ7	Q6CAZ7_YARLI	unreviewed	YALI0C23100p	YALI0_C23100g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	258
Q6CGJ4	Q6CGJ4_YARLI	unreviewed	YALI0A18788p	YALI0_A18788g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	390
Q6CGG7	Q6CGG7_YARLI	unreviewed	YALI0A19514p	YALI0_A19514g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	585
Q6C109	Q6C109_YARLI	unreviewed	Valyl-tRNA synthetase (EC 6.1.1.9)	YALI0_F20218g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1047
Q6CDE1	Q6CDE1_YARLI	unreviewed	YALI0C01243p	YALI0_C01243g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1235
Q6C8P4	Q6C8P4_YARLI	unreviewed	YALI0D18062p	YALI0_D18062g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	325
Q6C2X3	Q6C2X3_YARLI	unreviewed	YALI0F04356p	YALI0_F04356g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1242
Q6C1G8	Q6C1G8_YARLI	unreviewed	YALI0F16379p	YALI0_F16379g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	769
Q6CDH9	Q6CDH9_YARLI	unreviewed	YALI0C00385p	YALI0_C00385g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	482
Q6CBW4	Q6CBW4_YARLI	unreviewed	YALI0C14960p	YALI0_C14960g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	617
Q6C7X3	Q6C7X3_YARLI	unreviewed	YALI0D24607p	YALI0_D24607g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	503
Q6C897	Q6C897_YARLI	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	YALI0_D21530g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	526
Q6CHB3	Q6CHB3_YARLI	unreviewed	YALI0A10571p	YALI0_A10571g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	159
Q6C6S2	Q6C6S2_YARLI	unreviewed	YALI0E06743p	YALI0_E06743g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	339
Q6C8E5	Q6C8E5_YARLI	unreviewed	YALI0D20306p	YALI0_D20306g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	281
Q6CDP5	Q6CDP5_YARLI	unreviewed	YALI0B22330p	YALI0_B22330g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	481
Q6C6R8	Q6C6R8_YARLI	unreviewed	YALI0E06831p	YALI0_E06831g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	417
Q6C515	Q6C515_YARLI	unreviewed	YALI0E21890p	YALI0_E21890g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	211
Q6CDR6	Q6CDR6_YARLI	unreviewed	YALI0B21824p	YALI0_B21824g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	565
Q6C1N7	Q6C1N7_YARLI	unreviewed	YALI0F14707p	YALI0_F14707g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1604
Q6CD79	Q6CD79_YARLI	unreviewed	YALI0C03025p	YALI0_C03025g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	496
Q6C2Y3	Q6C2Y3_YARLI	unreviewed	YALI0F04103p	YALI0_F04103g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	74
Q6CA45	Q6CA45_YARLI	unreviewed	YALI0D05995p	YALI0_D05995g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	609
Q6C7X2	Q6C7X2_YARLI	unreviewed	Acyl carrier protein	YALI0_D24629g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	132
Q6C170	Q6C170_YARLI	unreviewed	YALI0F18744p	YALI0_F18744g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	442
Q6C6J9	Q6C6J9_YARLI	unreviewed	YALI0E08969p	YALI0_E08969g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1454
Q6CEX1	Q6CEX1_YARLI	unreviewed	YALI0B12254p	YALI0_B12254g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	223
Q6C1A4	Q6C1A4_YARLI	unreviewed	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	YALI0_F17974g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	461
Q6C7M7	Q6C7M7_YARLI	unreviewed	YALI0D26840p	YALI0_D26840g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	465
Q6CD08	Q6CD08_YARLI	unreviewed	YALI0C04818p	YALI0_C04818g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	584
Q6CCZ6	Q6CCZ6_YARLI	unreviewed	YALI0C05258p	YALI0_C05258g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	532
Q6C1F9	Q6C1F9_YARLI	unreviewed	YALI0F16643p	YALI0_F16643g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	240
Q6C607	Q6C607_YARLI	unreviewed	YALI0E13530p	YALI0_E13530g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	303
Q6C4B3	Q6C4B3_YARLI	unreviewed	YALI0E28270p	YALI0_E28270g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	290
Q6C533	Q6C533_YARLI	unreviewed	YALI0E21417p	YALI0_E21417g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	330
Q6CDN7	Q6CDN7_YARLI	unreviewed	YALI0B22528p	YALI0_B22528g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	867
Q6C5F6	Q6C5F6_YARLI	unreviewed	YALI0E18502p	YALI0_E18502g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	315
Q6C7U6	Q6C7U6_YARLI	unreviewed	YALI0D25234p	YALI0_D25234g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	448
Q6CD98	Q6CD98_YARLI	unreviewed	YALI0C02541p	YALI0_C02541g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	631
Q6C7J1	Q6C7J1_YARLI	unreviewed	Adenylyl-sulfate kinase (EC 2.7.1.25)	YALI0_E00418g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	198
Q6C6Z4	Q6C6Z4_YARLI	unreviewed	YALI0E05071p	YALI0_E05071g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	119
Q6C6E8	Q6C6E8_YARLI	unreviewed	YALI0E10109p	YALI0_E10109g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	452
Q6C1I2	Q6C1I2_YARLI	unreviewed	YALI0F16027p	YALI0_F16027g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	844
Q6C718	Q6C718_YARLI	unreviewed	YALI0E04510p	YALI0_E04510g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	605
Q6C7M3	Q6C7M3_YARLI	unreviewed	Biogenesis of lysosome-related organelles complex 1 subunit CNL1 (CNO-like protein 1)	YALI0_D26928g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	116
B5RSM2	B5RSM2_YARLI	unreviewed	YALI0F26156p	YALI0_F26156g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	82
Q6CD20	Q6CD20_YARLI	unreviewed	YALI0C04455p	YALI0_C04455g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	261
Q6C3X4	Q6C3X4_YARLI	unreviewed	YALI0E31493p	YALI0_E31493g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	356
Q6C0P0	Q6C0P0_YARLI	unreviewed	YALI0F23045p	YALI0_F23045g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	2017
F2Z6D7	F2Z6D7_YARLI	unreviewed	YALI0F02123p	YALI0_F02123g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	281
Q6CA85	Q6CA85_YARLI	unreviewed	YALI0D05005p	YALI0_D05005g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	751
Q6C336	Q6C336_YARLI	unreviewed	YALI0F02937p	YALI0_F02937g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	409
Q6CGK5	Q6CGK5_YARLI	unreviewed	YALI0A18546p	YALI0_A18546g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	116
Q6CG94	Q6CG94_YARLI	unreviewed	YALI0A21120p	YALI0_A21120g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	263
B5FVC4	B5FVC4_YARLI	unreviewed	YALI0C15230p	YALI0_C15230g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	216
Q6C198	Q6C198_YARLI	unreviewed	YALI0F18128p	YALI0_F18128g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	397
Q6C2E7	Q6C2E7_YARLI	unreviewed	YALI0F08525p	YALI0_F08525g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	189
Q6C6I7	Q6C6I7_YARLI	unreviewed	YALI0E09218p	YALI0_E09218g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	93
Q6C8X4	Q6C8X4_YARLI	unreviewed	YALI0D16159p	YALI0_D16159g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	86
Q6C2G0	Q6C2G0_YARLI	unreviewed	YALI0F08195p	YALI0_F08195g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	252
Q6CDY6	Q6CDY6_YARLI	unreviewed	YALI0B20218p	YALI0_B20218g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1313
Q6CFR5	Q6CFR5_YARLI	unreviewed	YALI0B04488p	YALI0_B04488g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1480
Q6CFH3	Q6CFH3_YARLI	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	YALI0_B06963g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	479
Q6C3C5	Q6C3C5_YARLI	unreviewed	YALI0F00836p	YALI0_F00836g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	622
Q6C5C1	Q6C5C1_YARLI	unreviewed	YALI0E19338p	YALI0_E19338g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1054
Q6CC08	Q6CC08_YARLI	unreviewed	YALI0C13750p	YALI0_C13750g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	399
Q6C688	Q6C688_YARLI	unreviewed	YALI0E11539p	YALI0_E11539g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	921
Q6C9Z4	Q6C9Z4_YARLI	unreviewed	YALI0D07150p	YALI0_D07150g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	737
F2Z651	F2Z651_YARLI	unreviewed	YALI0D25080p	YALI0_D25080g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	327
Q6C0I3	Q6C0I3_YARLI	unreviewed	YALI0F24431p	YALI0_F24431g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	202
Q6C177	Q6C177_YARLI	unreviewed	YALI0F18590p	YALI0_F18590g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	323
Q6CDW5	Q6CDW5_YARLI	unreviewed	YALI0B20680p	YALI0_B20680g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	783
Q6C761	Q6C761_YARLI	unreviewed	YALI0E03498p	YALI0_E03498g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	560
Q6CD89	Q6CD89_YARLI	unreviewed	YALI0C02805p	YALI0_C02805g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	283
Q6C0Q4	Q6C0Q4_YARLI	unreviewed	YALI0F22627p	YALI0_F22627g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	325
Q6CBJ1	Q6CBJ1_YARLI	unreviewed	Amine oxidase (EC 1.4.3.-)	YALI0_C18315g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	671
Q6C1N0	Q6C1N0_YARLI	unreviewed	Proteasome endopeptidase complex (EC 3.4.25.1)	YALI0_F14861g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	217
Q6CCW9	Q6CCW9_YARLI	unreviewed	YALI0C05885p	YALI0_C05885g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	574
Q6C868	Q6C868_YARLI	unreviewed	Aspartyl-tRNA synthetase (EC 6.1.1.12)	YALI0_D22264g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	564
Q6CEM3	Q6CEM3_YARLI	unreviewed	Double-strand break repair protein	YALI0_B14553g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	701
Q6C9N3	Q6C9N3_YARLI	unreviewed	YALI0D09757p	YALI0_D09757g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	323
Q6C333	Q6C333_YARLI	unreviewed	YALI0F03003p	YALI0_F03003g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	330
Q6C7E8	Q6C7E8_YARLI	unreviewed	YALI0E01408p	YALI0_E01408g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	676
Q6CDU5	Q6CDU5_YARLI	unreviewed	YALI0B21120p	YALI0_B21120g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	304
Q6C317	Q6C317_YARLI	unreviewed	YALI0F03388p	YALI0_F03388g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	534
Q6C8K5	Q6C8K5_YARLI	unreviewed	YALI0D18898p	YALI0_D18898g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	585
Q6CD14	Q6CD14_YARLI	unreviewed	YALI0C04587p	YALI0_C04587g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	658
Q6C122	Q6C122_YARLI	unreviewed	YALI0F19866p	YALI0_F19866g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	605
Q6C6R7	Q6C6R7_YARLI	unreviewed	MICOS complex subunit	YALI0_E06853g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	258
Q6CGH0	Q6CGH0_YARLI	unreviewed	YALI0A19448p	YALI0_A19448g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	466
Q6CDW4	Q6CDW4_YARLI	unreviewed	YALI0B20702p	YALI0_B20702g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	513
Q6BZW7	Q6BZW7_YARLI	unreviewed	YALI0F30327p	YALI0_F30327g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	430
Q6CD67	Q6CD67_YARLI	unreviewed	YALI0C03377p	YALI0_C03377g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	550
Q6CA54	Q6CA54_YARLI	unreviewed	YALI0D05775p	YALI0_D05775g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	990
Q6C759	Q6C759_YARLI	unreviewed	YALI0E03542p	YALI0_E03542g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	788
Q6CDM8	Q6CDM8_YARLI	unreviewed	YALI0B22726p	YALI0_B22726g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1129
Q6CG51	Q6CG51_YARLI	unreviewed	Ribose-phosphate diphosphokinase (EC 2.7.6.1)	YALI0_B00836g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	370
Q6CEC3	Q6CEC3_YARLI	unreviewed	YALI0B16786p	YALI0_B16786g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	169
Q6C2A2	Q6C2A2_YARLI	unreviewed	YALI0F09493p	YALI0_F09493g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	548
Q6CEM1	Q6CEM1_YARLI	unreviewed	YALI0B14597p	YALI0_B14597g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1449
Q6C5C3	Q6C5C3_YARLI	unreviewed	YALI0E19272p	YALI0_E19272g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	361
Q6C0F8	Q6C0F8_YARLI	unreviewed	YALI0F25091p	YALI0_F25091g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1007
Q6C781	Q6C781_YARLI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	YALI0_E03036g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	504
Q6CFB9	Q6CFB9_YARLI	unreviewed	YALI0B08470p	YALI0_B08470g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	543
Q6C813	Q6C813_YARLI	unreviewed	Ribonuclease (EC 3.1.26.4)	YALI0_D23661g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	315
Q6CI44	Q6CI44_YARLI	unreviewed	Chitinase (EC 3.2.1.14)	YALI0_A01870g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	343
Q6CD09	Q6CD09_YARLI	unreviewed	YALI0C04796p	YALI0_C04796g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	594
Q6C3Y8	Q6C3Y8_YARLI	unreviewed	YALI0E31196p	YALI0_E31196g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1895
Q6C585	Q6C585_YARLI	unreviewed	YALI0E20185p	YALI0_E20185g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	857
Q6C7H3	Q6C7H3_YARLI	unreviewed	YALI0E00836p	YALI0_E00836g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	483
Q6C7S4	Q6C7S4_YARLI	unreviewed	YALI0D25762p	YALI0_D25762g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	370
Q6C6T5	Q6C6T5_YARLI	unreviewed	Alpha-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (L-aminoadipate-semialdehyde dehydrogenase)	YALI0_E06457g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1413
Q6C572	Q6C572_YARLI	unreviewed	YALI0E20515p	YALI0_E20515g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	338
Q6BZT6	Q6BZT6_YARLI	unreviewed	YALI0F31009p	YALI0_F31009g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	183
Q6C1X6	Q6C1X6_YARLI	unreviewed	Protein phosphatase (EC 3.1.3.16)	YALI0_F12617g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	398
Q6CFG7	Q6CFG7_YARLI	unreviewed	YALI0B07117p	YALI0_B07117g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	337
Q6CI40	Q6CI40_YARLI	unreviewed	YALI0A02002p	YALI0_A02002g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	443
Q6C800	Q6C800_YARLI	unreviewed	YALI0D23947p	YALI0_D23947g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	708
Q6C3F6	Q6C3F6_YARLI	unreviewed	YALI0F00154p	YALI0_F00154g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	887
Q6CES8	Q6CES8_YARLI	unreviewed	YALI0B13310p	YALI0_B13310g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	561
Q6C1V8	Q6C1V8_YARLI	unreviewed	YALI0F13013p	YALI0_F13013g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	353
Q6CEL8	Q6CEL8_YARLI	unreviewed	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	YALI0_B14663g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	185
Q6C8Z5	Q6C8Z5_YARLI	unreviewed	YALI0D15576p	YALI0_D15576g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	230
Q6CCU2	Q6CCU2_YARLI	unreviewed	YALI0C06512p	YALI0_C06512g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	517
Q6C5P8	Q6C5P8_YARLI	unreviewed	YALI0E16280p	YALI0_E16280g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	649
Q6CAQ2	Q6CAQ2_YARLI	unreviewed	Amidase (EC 3.5.1.4)	YALI0_D00869g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	477
Q6CAP8	Q6CAP8_YARLI	unreviewed	YALI0D00957p	YALI0_D00957g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	577
Q6C1U9	Q6C1U9_YARLI	unreviewed	YALI0F13211p	YALI0_F13211g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1287
Q6CAB6	Q6CAB6_YARLI	unreviewed	YALI0D04246p	YALI0_D04246g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	736
Q6CG12	Q6CG12_YARLI	unreviewed	YALI0B01804p	YALI0_B01804g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	284
Q6CGL1	Q6CGL1_YARLI	unreviewed	YALI0A18403p	YALI0_A18403g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	700
Q6C9L4	Q6C9L4_YARLI	unreviewed	YALI0D10153p	YALI0_D10153g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	359
Q6CA75	Q6CA75_YARLI	unreviewed	YALI0D05269p	YALI0_D05269g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	348
Q6C2P3	Q6C2P3_YARLI	unreviewed	Peroxisome assembly protein 22	YALI0_F06226g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	176
Q6CFR2	Q6CFR2_YARLI	unreviewed	YALI0B04554p	YALI0_B04554g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	168
Q6CBH2	Q6CBH2_YARLI	unreviewed	YALI0C18777p	YALI0_C18777g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	121
Q6C918	Q6C918_YARLI	unreviewed	YALI0D15070p	YALI0_D15070g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	214
Q6CBW6	Q6CBW6_YARLI	unreviewed	YALI0C14872p	YALI0_C14872g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1001
Q6CG21	Q6CG21_YARLI	unreviewed	YALI0B01584p	YALI0_B01584g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	376
Q6C2A5	Q6C2A5_YARLI	unreviewed	YALI0F09427p	YALI0_F09427g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	178
Q6CF58	Q6CF58_YARLI	unreviewed	YALI0B10087p	YALI0_B10087g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	445
Q6CD58	Q6CD58_YARLI	unreviewed	YALI0C03564p	YALI0_C03564g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	493
Q6C6H0	Q6C6H0_YARLI	unreviewed	YALI0E09625p	YALI0_E09625g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	222
Q6CBU1	Q6CBU1_YARLI	unreviewed	YALI0C15488p	YALI0_C15488g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	499
Q6CAT9	Q6CAT9_YARLI	unreviewed	YALI0C24376p	YALI0_C24376g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	305
B5RSM5	B5RSM5_YARLI	unreviewed	YALI0F30011p	YALI0_F30011g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	99
