Entry	Gene names	Gene ontology IDs	Pathway	Keywords	Protein names
A0A1D8NGT4	YALI1_E02574g YALI2_E00050g	GO:0000723; GO:0000781; GO:0003678; GO:0003684; GO:0005524; GO:0006303; GO:0006310; GO:0042162; GO:0043564; GO:0140603		ATP-binding;Chromosome;DNA damage;DNA recombination;DNA repair;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Nucleus;Telomere	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12)
A0A1D8N7L4	B0I71DRAFT_130765 YALI1_B16410g	GO:0000439; GO:0006289; GO:0006351		Nucleus;Repeat;Transcription;Transcription regulation	Uncharacterized protein
A0A371C4W4	B0I71DRAFT_133338 YALI2_F00380g	GO:0005737; GO:0120013			Glycolipid transfer protein domain-containing protein (Pleckstrin homology domain-containing family A member 8)
A0A1H6PU53	B0I71DRAFT_88643 YALI1_D33780g YALI2_D00632g	GO:0004594; GO:0005524; GO:0015937		ATP-binding;Kinase;Nucleotide-binding;Transferase	Pantothenate kinase CAB1 (EC 2.7.1.33) (Type II pantothenate kinase)
A0A1D8N542	YALI1_A17177g YALI2_A00441g	GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132; GO:0032051; GO:0071439		Coated pit;Coiled coil;Cytoplasmic vesicle;Membrane	Clathrin heavy chain
A0A371CC16	B0I71DRAFT_128873 YALI2_E00772g	GO:0016021		Membrane;Signal;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8NEE5	B0I71DRAFT_136540 YALI1_D16370g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	VTC domain-domain-containing protein
A0A1H6Q3U7	B0I71DRAFT_135307 YALI1_D13226g YALI2_D00906g	GO:0003677; GO:0005634; GO:0006260; GO:0006275; GO:0030337		DNA replication;DNA-binding;Nucleus	Proliferating cell nuclear antigen
A0A1D8NKJ1	B0I71DRAFT_135907 YALI1_E35329g				Armadillo-type protein
A0A1D8NPZ3	B0I71DRAFT_131550 YALI1_F32880g YALI2_E00996g	GO:0006749; GO:0016491; GO:0016740		Oxidoreductase;Transferase	Disulfide-bond oxidoreductase YfcG (EC 1.8.4.-) (Glutathione S-transferase)
A0A1H6PZM3	YALI1_F19635g YALI2_F00292g	GO:0000160; GO:0005524; GO:0106310; GO:0106311		Kinase;Transferase	Serine/threonine-protein kinase cek1 (EC 2.7.11.1)
A0A1H6PYQ7	B0I71DRAFT_78531 YALI1_E40089g	GO:0004672; GO:0005524		Kinase;Transferase	Kinase-like domain-containing protein
A0A1D8N5K9	B0I71DRAFT_127991 YALI1_A21106g				F-box domain-containing protein
A0A371C5Z4	B0I71DRAFT_38860 YALI2_B00123g	GO:0047834; GO:0102098		Oxidoreductase	D-galacturonate reductase (EC 1.1.1.365) (NADP-dependent oxidoreductase domain-containing protein)
A0A1H6PYH7	B0I71DRAFT_121439 YALI1_C09380g YALI2_C01056g				DNA/pantothenate metabolism flavo protein
A0A1H6PZ82	B0I71DRAFT_132021 YALI1_A14228g YALI2_A00484g	GO:0005789; GO:0016021		Endoplasmic reticulum;Membrane;Transmembrane;Transmembrane helix	Insulin-induced gene 2 protein (Insulin-induced protein-domain-containing protein)
A0A371CER8	B0I71DRAFT_126997 YALI2_E00269g			Coiled coil	Protein SMY2
A0A1D8N7P3	B0I71DRAFT_170161 YALI1_B17363g YALI2_C00827g	GO:0006811; GO:0016021; GO:0052851		Electron transport;Flavoprotein;Ion transport;Membrane;Oxidoreductase;Signal;Transmembrane;Transmembrane helix;Transport	FAD-binding domain-domain-containing protein (Ferric/cupric reductase transmembrane component 1) (EC 1.16.1.9)
A0A371CF50	B0I71DRAFT_126556 YALI2_F00286g	GO:0003729; GO:0005737; GO:0005849; GO:0006378; GO:0016787		Cytoplasm;Hydrolase;Nucleus;RNA-binding;mRNA processing	Cleavage and polyadenylation specificity factor subunit 5
A0A1D8NI57	B0I71DRAFT_129093 YALI1_E15469g YALI2_E00255g				COBW domain-containing protein 2 (CobW/HypB/UreG, nucleotide-binding domain-domain-containing protein)
A0A1D8ND22	B0I71DRAFT_154503 YALI1_D04447g YALI2_D00070g	GO:0046982			Uncharacterized protein
A0A1D8N3U5	YALI1_A06073g YALI2_A00594g				Growth regulation protein
A0A1D8NP22	B0I71DRAFT_133317 YALI1_F24864g YALI2_F00387g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371C0M9	B0I71DRAFT_135258 YALI2_A00161g	GO:0005789; GO:0016021		Endoplasmic reticulum;Membrane;Transmembrane;Transmembrane helix	ER membrane protein complex subunit 4
A0A1H6Q1T2	YALI1_F02403g YALI2_F00972g	GO:0004843		Hydrolase	OTU domain-containing protein 3 (EC 3.4.19.12)
A0A1H6PQC4	GET1 YALI1_E24797g YALI2_E00423g	GO:0000139; GO:0005789; GO:0016021; GO:0016192; GO:0043529; GO:0071816		ER-Golgi transport;Endoplasmic reticulum;Golgi apparatus;Membrane;Transmembrane;Transmembrane helix;Transport	Golgi to ER traffic protein 1 (Guided entry of tail-anchored proteins 1)
A0A1D8NMI1	B0I71DRAFT_127190 YALI1_F11871g YALI2_F00166g	GO:0000398; GO:0003723; GO:0005681; GO:0005688; GO:0046540		Nucleus;RNA-binding;Ribonucleoprotein;Spliceosome;mRNA processing;mRNA splicing	U6 snRNA-associated Sm-like protein LSm2
A0A1D8N571	B0I71DRAFT_133380 YALI1_A17401g YALI2_A00437g				Uncharacterized protein
A0A1D8NPN5	B0I71DRAFT_127689 YALI1_F29937g YALI2_E01064g	GO:0005634; GO:0016429; GO:0031515		Coiled coil;Methyltransferase;Nucleus;S-adenosyl-L-methionine;Transferase;tRNA processing	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220)
A0A1D8NAH1	B0I71DRAFT_169669 YALI1_C14106g YALI2_C00998g	GO:0005506; GO:0016712; GO:0020037		Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase	Cytochrome P450 (Cytochrome P450 52A3-B) (EC 1.14.14.-)
A0A1D8NIC0	B0I71DRAFT_126968 YALI1_E16501g YALI2_E00277g	GO:0031929; GO:0031931; GO:0031932		Repeat;WD repeat	Target of rapamycin complex subunit LST8 (WD40-repeat-containing domain protein)
A0A1D8NCU4	B0I71DRAFT_133691 YALI1_D02221g	GO:0016020			J domain-containing protein
A0A1H6PZJ7	B0I71DRAFT_132088 YALI1_E34621g YALI2_E01173g	GO:0000339; GO:0005634; GO:0005846; GO:0045292		Nucleus;RNA-binding;mRNA processing;mRNA splicing	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)
A0A1H6QAI4	B0I71DRAFT_135310 YALI1_D13124g YALI2_D00908g				Uncharacterized protein
A0A1H6PT65	B0I71DRAFT_22171 YALI1_E11154g YALI2_E00188g	GO:0016021; GO:0016787		Hydrolase;Membrane;Transmembrane;Transmembrane helix	Alkaline-phosphatase-like protein (Pyrophosphatase/phosphodiesterase) (EC 3.-.-.-)
A0A371C0M0	B0I71DRAFT_135240 YALI2_E00876g	GO:0008080		Acyltransferase;Transferase	Acyl-CoA N-acyltransferase (N-acetyltransferase YhbS) (EC 2.3.1.-)
A0A1D8NMS3	B0I71DRAFT_29131 YALI1_F12810g YALI2_F00179g	GO:0004190		Hydrolase;Signal	Aspartic peptidase domain-containing protein (Candidapepsin-3) (EC 3.4.23.24)
A0A1D8NHY6	B0I71DRAFT_132896 YALI1_E13637g	GO:0003677; GO:0005524; GO:0006260; GO:0016787		ATP-binding;Hydrolase;Nucleotide-binding	P-loop containing nucleoside triphosphate hydrolase protein
A0A1D8N654	B0I71DRAFT_118612 YALI1_B03085g	GO:0015031; GO:0015833; GO:0016021; GO:0055085		Membrane;Peptide transport;Protein transport;Transmembrane;Transmembrane helix;Transport	OPT oligopeptide transporter protein-domain-containing protein
A0A1D8NNY8	YALI1_F24099g YALI2_F00613g	GO:0070628		Coiled coil	Uncharacterized protein
A0A1D8N8Y3	YALI1_B29995g YALI2_C00600g	GO:0004252; GO:0016021		Hydrolase;Membrane;Protease;Transmembrane;Transmembrane helix	RHOMBOID-like protein (EC 3.4.21.-) (Rhomboid-like protein)
A0A1H6PKZ3	TRM7 B0I71DRAFT_134134 YALI1_F21540g YALI2_F00654g	GO:0002128; GO:0002181; GO:0005737; GO:0008175		Cytoplasm;Methyltransferase;S-adenosyl-L-methionine;Transferase;tRNA processing	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog)
A0A1H6Q082	B0I71DRAFT_129789 YALI1_B05295g YALI2_B00073g	GO:0008113		Oxidoreductase	Peptide-methionine (S)-S-oxide reductase (EC 1.8.4.11)
A0A1H6Q488	B0I71DRAFT_132434 YALI1_E26930g YALI2_E00460g	GO:0006869; GO:0008289		Lipid transport;Lipid-binding;Transport	Oxysterol-binding protein 3 (Oxysterol-binding protein-domain-containing protein)
A0A1D8N8G0	B0I71DRAFT_133784 YALI1_B23939g	GO:0002100; GO:0003723; GO:0008251			Adenosine deaminase/editase
A0A371C390	B0I71DRAFT_133720 YALI2_C00480g	GO:0005789; GO:0016021; GO:0016126; GO:0016853	PATHWAY: Steroid metabolism; ergosterol biosynthesis; ergosterol from zymosterol: step 2/5. {ECO:0000256|ARBA:ARBA00005039}.	Endoplasmic reticulum;Isomerase;Membrane;Receptor;Transmembrane;Transmembrane helix	C-8 sterol isomerase (EC 5.-.-.-) (ERG2/sigma1 receptor-like protein)
A0A1H6PXN0	TIF6 B0I71DRAFT_128956 YALI1_E33024g YALI2_E01201g	GO:0000054; GO:0003743; GO:0005730; GO:0005737; GO:0042256; GO:0042273; GO:0043022; GO:0043023		Cytoplasm;Initiation factor;Nucleus;Phosphoprotein;Protein biosynthesis;Ribosome biogenesis	Eukaryotic translation initiation factor 6 (eIF-6)
A0A1D8NMQ3	YALI1_F13446g YALI2_F00783g	GO:0005730		Nucleus;Repeat;WD repeat	U3 small nucleolar RNA-associated protein 7
A0A1D8N4I1	B0I71DRAFT_17421 YALI1_A11654g YALI2_A00179g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	MFS-type transporter (Major facilitator superfamily domain-containing protein)
A0A371C191	B0I71DRAFT_134880 YALI2_F00566g	GO:0003723; GO:0005730; GO:0006364		Nucleus;RNA-binding;Ribonucleoprotein;Ribosome biogenesis;rRNA processing	U3 small nucleolar RNA-associated protein 22
A0A371BZK3	B0I71DRAFT_135793 YALI2_F00572g	GO:0016021		Coiled coil;Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
Q876L9	YALI2_C01087g				14-3-3 protein 7 (14-3-3 protein Bmh2)
A0A1D8NMQ8	YALI1_F13602g YALI2_F00201g	GO:0003735; GO:0005840; GO:0006412		Ribonucleoprotein;Ribosomal protein	54S ribosomal protein L9
A0A1D8NKD8	YALI1_E33943g YALI2_E00571g				Uncharacterized protein
A0A371CBT6	B0I71DRAFT_128674 YALI2_F00449g	GO:0005524; GO:0016787		ATP-binding;Hydrolase;Nucleotide-binding	P-loop containing nucleoside triphosphate hydrolase protein
A0A1D8NPJ6	B0I71DRAFT_113495 YALI1_F29635g YALI2_E01072g	GO:0005743		Chaperone;Disulfide bond;Membrane;Mitochondrion;Mitochondrion inner membrane	COX assembly mitochondrial protein
A0A1D8NEL0	YALI1_D17795g YALI2_D00291g				Complex I intermediate-associated protein 30
A0A371C5Q1	B0I71DRAFT_132288 YALI2_B00133g	GO:0003676; GO:0008168; GO:0032259		Methyltransferase;Transferase	S-adenosyl-L-methionine-dependent methyltransferase (tRNA (Guanine(10)-N2)-methyltransferase) (EC 2.1.1.214)
A0A1D8NDK6	B0I71DRAFT_32084 YALI1_D09238g YALI2_D00973g				F-box domain-containing protein
A0A1H6Q161	B0I71DRAFT_134190 YALI1_F09695g YALI2_F00854g	GO:0003677; GO:0004386; GO:0005524; GO:0016787		ATP-binding;Helicase;Hydrolase;Nucleotide-binding	ATP-dependent helicase IRC3 (EC 3.6.4.-) (P-loop containing nucleoside triphosphate hydrolase protein)
A0A1H6PZT2	B0I71DRAFT_158848 YALI1_C21298g YALI2_B00503g				Uncharacterized protein
A0A1H6PNI0	B0I71DRAFT_128751 YALI1_F31798g YALI2_E01022g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Respiratory supercomplex factor 2
A0A1H6Q021	B0I71DRAFT_131663 YALI1_F22867g YALI2_F00334g	GO:0001228; GO:0016602; GO:0043565; GO:0046982		Transcription;Transcription regulation	Histone-fold-containing protein (Transcriptional activator HAP3)
A0A371BZA7	B0I71DRAFT_135947 YALI2_E00750g	GO:0007034; GO:0016021; GO:0030001		Membrane;Transmembrane;Transmembrane helix	Metal homeostatis protein BSD2
A0A1D8NQF4	B0I71DRAFT_136260 YALI1_F36733g YALI2_E00933g	GO:0006807; GO:0016787		Hydrolase	Carbon-nitrogen hydrolase (Hydrolase nit2) (EC 3.5.-.-)
A0A1D8NKZ2	B0I71DRAFT_136792 YALI1_E38744g	GO:0016021		Membrane;Metal-binding;Transmembrane;Transmembrane helix;Zinc;Zinc-finger	MYND-type domain-containing protein
A0A1D8NCC5	B0I71DRAFT_168049 YALI1_C31163g				Uncharacterized protein
O74133	ALK7 B0I71DRAFT_17076 YALI1_A15544g	GO:0005506; GO:0016712; GO:0020037		Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Signal	ALK7
A0A1D8NJE8	B0I71DRAFT_127800 YALI1_E25585g YALI2_E01336g	GO:0000287; GO:0004141; GO:0005524; GO:0008483; GO:0009102; GO:0030170	PATHWAY: Cofactor biosynthesis; biotin biosynthesis. {ECO:0000256|ARBA:ARBA00004746}.	ATP-binding;Aminotransferase;Biotin biosynthesis;Ligase;Nucleotide-binding;Transferase	Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase (EC 6.3.3.3) (Pyridoxal phosphate-dependent transferase)
Q872L3	LIP8 YALI1_B12489g	GO:0004806; GO:0016042		Hydrolase;Lipid degradation;Lipid metabolism;Signal	Triacylglycerol lipase (EC 3.1.1.3)
A0A1D8NF70	B0I71DRAFT_130596 YALI1_D23730g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Nuclear pore complex component-domain-containing protein
A0A371C346	B0I71DRAFT_133748 YALI2_B00305g			Signal	Uncharacterized protein
A0A1D8NLR2	B0I71DRAFT_126205 YALI1_F04455g YALI2_F00061g	GO:0004129; GO:0005751; GO:0006119; GO:0016021	PATHWAY: Energy metabolism; oxidative phosphorylation. {ECO:0000256|ARBA:ARBA00004673}.	Membrane;Mitochondrion;Mitochondrion inner membrane;Oxidoreductase;Transit peptide;Transmembrane;Transmembrane helix	Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa)
A0A1H6PNI2	B0I71DRAFT_43684 YALI1_B12443g YALI2_C00897g				CinA-like protein
A0A1H6Q4L6	B0I71DRAFT_126412 YALI1_E02162g YALI2_E00035g	GO:0045486; GO:0046872		Dioxygenase;Iron;Metal-binding;Oxidoreductase	Flavanone 3-dioxygenase 2 (EC 1.14.11.9)
A0A1H6PYH2	B0I71DRAFT_9556 YALI1_E19736g YALI2_E01429g				Uncharacterized protein
A0A1H6PXI5	B0I71DRAFT_132115 YALI1_E34218g YALI2_E01181g	GO:0016791		Hydrolase	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)
A0A371C3W7	B0I71DRAFT_44651 YALI2_F00581g	GO:0016746		Acyltransferase;Metal-binding;Transferase;Zinc;Zinc-finger	E3 ubiquitin-protein ligase DMA2 (EC 2.3.2.27)
A0A371CB60	B0I71DRAFT_128943 YALI2_E00562g	GO:0008117; GO:0016021; GO:0016740; GO:0019752; GO:0030170		Lyase;Membrane;Pyridoxal phosphate;Transferase;Transmembrane;Transmembrane helix	Pyridoxal phosphate-dependent transferase (Sphingosine-1-phosphate lyase) (EC 4.1.2.27)
A0A371C359	B0I71DRAFT_133822 YALI2_F00275g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Drug/proton antiporter YHK8 (Major facilitator superfamily domain-containing protein)
A0A1H6PR82	YALI1_C25128g YALI2_B00456g				Metal chaperone YciC
A0A1D8NBX0	B0I71DRAFT_134703 YALI1_C26915g YALI1_C27519g				Uncharacterized protein
A0A1H6PR34	YALI1_C25288g YALI2_B00455g				Transcription factor tau 91 kDa subunit
A0A1D8NNG6	B0I71DRAFT_126560 YALI1_F19180g YALI2_F00284g	GO:0003677; GO:0003743; GO:0005673; GO:0006367		DNA-binding;Nucleus;Transcription;Transcription regulation	Transcription initiation factor IIE subunit beta
A0A1D8NN74	B0I71DRAFT_130832 YALI1_F17025g YALI2_F00250g	GO:0005509		Calcium	Myosin regulatory light chain 1
A0A1H6Q8P1	B0I71DRAFT_34901 YALI1_D27867g YALI2_D00701g	GO:0046872; GO:0106306; GO:0106307		Hydrolase;Magnesium;Metal-binding;Protein phosphatase	Phosphatase 2C-like domain-containing protein (Protein phosphatase 2C 1) (EC 3.1.3.16)
A0A1D8N6C1	B0I71DRAFT_129774 YALI1_B05072g YALI2_B00588g	GO:0004748; GO:0009263		Oxidoreductase	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase)
A0A1D8N952	B0I71DRAFT_84022 YALI1_C00772g YALI2_C00011g	GO:0005524; GO:0016746; GO:0061631		ATP-binding;Acyltransferase;Nucleotide-binding;Transferase;Ubl conjugation pathway	Ubiquitin-conjugating enzyme E2 13 (EC 2.3.2.23) (Ubiquitin-conjugating enzyme/RWD-like protein)
A0A1H6PU96	MDM34 B0I71DRAFT_133027 YALI1_D33042g YALI2_D00529g	GO:0000002; GO:0006869; GO:0008289; GO:0031307; GO:0032865		Lipid transport;Lipid-binding;Membrane;Mitochondrion;Mitochondrion outer membrane;Transmembrane;Transmembrane beta strand;Transport	Mitochondrial distribution and morphology protein 34
A0A1H6PWJ9	B0I71DRAFT_128037 YALI1_A20453g YALI2_A00300g	GO:0005737; GO:0046872		Metal-binding;Zinc;Zinc-finger	RING-finger protein MAG2
A0A1D8N7C6	B0I71DRAFT_127118 YALI1_B14978g YALI2_C00350g	GO:0016301; GO:0032958		Kinase;Transferase	Kinase (EC 2.7.-.-)
A0A1D8NPI0	B0I71DRAFT_113382 YALI1_F28025g YALI2_E01093g	GO:0003743		Initiation factor;Protein biosynthesis	Eukaryotic translation initiation factor 4C
A0A1D8NKR2	B0I71DRAFT_92940 YALI1_E36847g				Uncharacterized protein
A0A1D8N5Z4	B0I71DRAFT_36463 YALI1_B02011g			Signal	Uncharacterized protein
A0A1D8N823	B0I71DRAFT_162657 YALI1_B20717g YALI2_C00444g	GO:0003925; GO:0005525; GO:0005886; GO:0007264; GO:0051301		Cell cycle;Cell division;Cell membrane;GTP-binding;Hydrolase;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Prenylation	Cell division control protein 42 homolog (EC 3.6.5.2)
A0A1D8NNW8	B0I71DRAFT_131615 YALI1_F23664g YALI2_F00354g	GO:0000166; GO:0004354; GO:0006520		NAD;NADP;Nucleotide-binding;Oxidoreductase	Glutamate dehydrogenase
A0A1H6Q592	YALI1_A20611g YALI2_A00303g	GO:0000309; GO:0009435	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from nicotinamide D-ribonucleotide: step 1/1. {ECO:0000256|ARBA:ARBA00004658}.	Nucleotidyltransferase;Transferase	Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1)
A0A1H6PZ52	B0I71DRAFT_134757 YALI1_C01520g YALI2_C01190g	GO:0004746		Repeat;Transferase	Riboflavin synthase (EC 2.5.1.9)
A0A1H6Q6R3	B0I71DRAFT_42992 YALI1_D15304g YALI2_D00246g				Uncharacterized protein
A0A1D8NE05	B0I71DRAFT_148691 YALI1_D13160g				Uncharacterized protein
A0A1H6Q5E4	B0I71DRAFT_131262 YALI1_D26146g YALI2_D00435g	GO:0003723; GO:0003735; GO:0005840; GO:0006412		Ribonucleoprotein;Ribosomal protein	40S ribosomal protein S18 (40S ribosomal protein S18-A)
A0A1H6PRZ3	B0I71DRAFT_131766 YALI1_B02533g YALI2_B00624g	GO:0016021; GO:0019706		Acyltransferase;Lipoprotein;Membrane;Palmitate;Transferase;Transmembrane;Transmembrane helix	Palmitoyltransferase (EC 2.3.1.225)
A0A1D8NDY5	B0I71DRAFT_134500 YALI1_D12690g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	LrgB-like family-domain-containing protein
A0A371CCP5	B0I71DRAFT_144904 YALI2_A00297g				Uncharacterized protein
A0A1D8NLS1	B0I71DRAFT_126211 YALI1_F04643g YALI2_F00063g	GO:0006402; GO:0030014			Cell differentiation protein rcd1
A0A1H6PZA0	B0I71DRAFT_135866 YALI1_A13412g YALI2_A00209g				UPF0662 protein
A0A1H6Q0V3	B0I71DRAFT_128722 YALI1_F31381g YALI2_E01035g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix;Transport	General substrate transporter (Myo-inositol transporter 2)
A0A1D8NFW2	B0I71DRAFT_134628 YALI1_D30474g	GO:0005634		Nucleus;Repeat;TPR repeat	SHNi-TPR domain-containing protein
A0A1D8NEX5	B0I71DRAFT_136919 YALI1_D21100g YALI2_D00343g	GO:0005737; GO:0046872; GO:0070006; GO:0070084		Aminopeptidase;Cytoplasm;Hydrolase;Metal-binding;Protease	Methionine aminopeptidase (EC 3.4.11.18)
A0A1D8NA74	B0I71DRAFT_140828 YALI1_C11744g YALI2_C00152g	GO:0004190		Aspartyl protease;Hydrolase;Protease;Signal	Aspartic peptidase domain-containing protein (Candidapepsin-3) (EC 3.4.23.24)
A0A1D8NEH4	B0I71DRAFT_136569 YALI1_D17030g YALI2_D00276g	GO:0003735; GO:0005840; GO:0006412		Ribonucleoprotein;Ribosomal protein	40S ribosomal protein S24
A0A371C2L5	B0I71DRAFT_134088 YALI2_C00279g				YCII domain-containing protein
A0A371C5J1	B0I71DRAFT_132305 YALI2_E01262g	GO:0008168; GO:0032259		Coiled coil;Methyltransferase;Transferase	Methyltransferase-like protein (EC 2.1.1.-)
A0A1D8NGQ3	B0I71DRAFT_126405 YALI1_E02056g YALI2_E00032g	GO:0019843; GO:0070037; GO:0070475		Methyltransferase;RNA-binding;Ribosome biogenesis;Transferase;rRNA-binding	Alpha/beta knot methyltransferase (Ribosomal RNA small subunit methyltransferase NEP1) (EC 2.1.1.260)
A0A1H6Q9H6	B0I71DRAFT_125900 YALI1_A04620g YALI2_A00078g				Uncharacterized protein
A0A1D8NCY7	B0I71DRAFT_131859 YALI1_D03144g	GO:0016021; GO:0055085		Membrane;Transmembrane;Transmembrane helix	Auxin efflux carrier
A0A1D8NDV2	YALI1_D11437g YALI2_D00931g	GO:0003676; GO:0005643; GO:0015031; GO:0017056; GO:0031965; GO:0051028		Nuclear pore complex;Nucleus;Protein transport;Translocation;Transport;mRNA transport	Nucleoporin NUP53
A0A1D8N4C4	B0I71DRAFT_135252 YALI1_A10022g YALI2_A00159g	GO:0006406			PCI domain-containing protein 2
A0A371CFZ7	B0I71DRAFT_126678 YALI2_C00547g	GO:0016255; GO:0042765		Membrane;Signal;Transmembrane;Transmembrane helix	GPI transamidase component GPI16 (GPI transamidase component PIG-T)
A0A1D8NAS3	YALI1_C16961g YALI2_B00554g	GO:0005774; GO:0016021		Membrane;Transmembrane;Transmembrane helix	Aa_trans domain-containing protein
A0A371C1K2	B0I71DRAFT_134648 YALI2_D00720g				DNA repair protein rhp7
A0A1D8NK89	YALI1_E31805g YALI2_E01226g	GO:0003712; GO:0060962			Transcriptional regulator IFH1
A0A1D8N3B1	B0I71DRAFT_135883 YALI1_A01468g YALI2_A00021g				HAD-like domain-containing protein
A0A371CG92	B0I71DRAFT_149961 YALI2_F00079g				Uncharacterized protein
A0A371BZN1	B0I71DRAFT_103704 YALI2_C00209g	GO:0004725		Hydrolase	Protein-tyrosine phosphatase-like protein (Tyrosine-protein phosphatase TPTE) (EC 3.1.3.48)
A0A1D8NJJ2	B0I71DRAFT_132404 YALI1_E26525g YALI2_E01318g	GO:0006541; GO:0016740		Glutamine amidotransferase;Transferase	Class I glutamine amidotransferase-like protein (Glutamine amidotransferase-like protein)
A0A1D8NF42	B0I71DRAFT_47907 YALI1_D23094g				Uncharacterized protein
A0A1H6PKB1	B0I71DRAFT_128643 YALI1_E40422g YALI2_F00510g	GO:0005524; GO:0106310; GO:0106311		ATP-binding;Coiled coil;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Transferase	G2-specific protein kinase nim-1 (EC 2.7.11.1) (Kinase-like domain-containing protein)
A0A371C286	B0I71DRAFT_86410 YALI2_D01062g	GO:0003993; GO:0008252; GO:0046872		Hydrolase;Metal-binding;Signal	Acid phosphatase (EC 3.1.3.2)
